X,Y,Name,description,Power,Latitude,Longitude,Provider
103.10186768,15.03031445,เมืองบุรีรัมย์,190 หมู่ 8 ถนนบุรีรัมย์-พุทไธสง ตำบลชุมเห็ด อำเภอเมืองบุรีรัมย์ จังหวัดบุรีรัมย์ รหัสไปรษณีย์ 31000 PEA VOLTA เมืองบุรีรัมย์,25 kW,15.03031445,103.10186768,PEA
102.08486938,15.82796764,เมืองชัยภูมิ,123 หมู่10 ถนนนิเวศรัตน์ ตำบลโพนทอง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ 36000 PEA VOLTA เมืองชัยภูมิ,25 kW,15.82796764,102.08486938,PEA
103.50759888,14.90936279,เมืองสุรินทร์,สาขา 164 9 เทศบาล 4 ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000 PEA VOLTA เมืองสุรินทร์,25 kW,14.90936279,103.50759888,PEA
98.92817688,18.68805313,หางดง,197 หมู่ที่ 8 ตำบล หนองแก๋ว อำเภอหางดง เชียงใหม่ 50230 PEA VOLTA หางดง,25 kW,18.68805313,98.92817688,PEA
98.93927765,18.92609978,แม่ริม,107 ตำบล ริมเหนือ อำเภอแม่ริม เชียงใหม่ 50180 PEA VOLTA แม่ริม,25 kW,18.92609978,98.93927765,PEA
99.04486084,18.87583351,สันทราย,151 หมู่ 4 ถนนสันทราย-พร้าว ตำบลป่าไผ่ อำเภอสันทราย จังหวัดเชียงใหม่ 50210 PEA VOLTA สันทราย,25 kW,18.87583351,99.04486084,PEA
102.19113922,14.98846817,นครราชสีมา 2 (หัวทะเล),หมู่ที่ 1 69 ถนน เพชรมาตุคลา ตำบล พะเนา อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA นครราชสีมา 2 (หัวทะเล),25 kW,14.98846817,102.19113922,PEA
100.17254639,14.00584126,บางเลน,1/1 หมู่ 6 ถนนดอนตูม-บางเลน ต.บางเลน อ.บางเลน นครปฐม 73130 PEA VOLTA บางเลน,25 kW,14.00584126,100.17254639,PEA
100.49356842,15.34553528,ตากฟ้า,14 หมู่1 ซอยนภาเขตพัฒนา ซอย 6 ตำบลตากฟ้า อำเภอตากฟ้า จังหวัดนครสวรรค์ 60190  PEA VOLTA ตากฟ้า,25 kW,15.34553528,100.49356842,PEA
101.22705078,14.21732998,นครนายก,138 หมู่ที่ 5 ตำบลบ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000 PEA VOLTA นครนายก,25 kW,14.21732998,101.22705078,PEA
100.5816803,13.99131203,ปทุมธานี,21/42 หมู่3 ถนน รังสิต-ปทุมธานี ตำบล บางพูน อำเภอเมืองปทุมธานี ปทุมธานี 12000 PEA VOLTA ปทุมธานี,25 kW,13.99131203,100.5816803,PEA
100.67383575,13.99793816,ธัญบุรี,41/5 หมู่2 ถ.รังสิต-นครนายก ต.บึงยี่โถ อ.ธัญบุรี จ.ปธุมธานี 12130 PEA VOLTA ธัญบุรี,25 kW,13.99793816,100.67383575,PEA
101.00747681,15.81141567,บึงสามพัน,ตำบล ซับสมอทอด อำเภอบึงสามพัน เพชรบูรณ์ 67160 PEA VOLTA บึงสามพัน,25 kW,15.81141567,101.00747681,PEA
99.78910065,6.90512514,ละงู,หมู่ที่ 1 323 ตำบล กำแพง อำเภอ ละงู สตูล 91110 PEA VOLTA ละงู,25 kW,6.90512514,99.78910065,PEA
99.10469055,18.75284576,สันกำแพง,93 ถนน เชียงใหม่- ดอยสะเก็ด ตำบล สันกำแพง อำเภอสันกำแพง เชียงใหม่ 50130 PEA VOLTA สันกำแพง,25 kW,18.75284576,99.10469055,PEA
105.23967743,15.23124886,พิบูลมังสาหาร,ตำบล กุดชมภู อำเภอ พิบูลมังสาหาร อุบลราชธานี 34110 PEA VOLTA พิบูลมังสาหาร,25 kW,15.23124886,105.23967743,PEA
104.54030609,15.42167282,เขื่องใน,ตำบล ยางขี้นก อำเภอ เขื่องใน อุบลราชธานี 34150 PEA VOLTA เขื่องใน,25 kW,15.42167282,104.54030609,PEA
100.06893158,13.82365704,นครปฐม,242/15 ถนน 25 มกรา ตําบล พระปฐมเจดีย์ อําเภอเมืองนครปฐม จังหวัดนครปฐม 73000 PEA VOLTA นครปฐม,25 kW,13.82365704,100.06893158,PEA
104.21760559,15.49993706,มหาชนะชัย,129 หมู่6 ตำบล คูเมือง อำเภอ มหาชนะชัย ยโสธร 35130 PEA VOLTA มหาชนะชัย,25 kW,15.49993706,104.21760559,PEA
102.78028107,17.40585136,อุดรธานี,123 หมู่ 5 ถนน ช้างเผือก ตำบล นาดี อำเภอเมืองอุดรธานี อุดรธานี 41000 PEA VOLTA อุดรธานี,25 kW,17.40585136,102.78028107,PEA
102.7161026,16.05342484,บ้านไผ่,65 หมู่ 2 ถ. มิตรภาพ ตำบล บ้านไผ่ ขอนแก่น 40110 PEA VOLTA บ้านไผ่,25 kW,16.05342484,102.7161026,PEA
102.8693924,16.71722794,น้ำพอง,ตำบล วังชัย อำเภอน้ำพอง ขอนแก่น 40140 PEA VOLTA น้ำพอง,25 kW,16.71722794,102.8693924,PEA
102.84038544,16.44115829,ขอนแก่น,44 ถนนกสิกรทุ่งสร้าง ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000 PEA VOLTA ขอนแก่น,25 kW,16.44115829,102.84038544,PEA
